,Timestamp,person,department,role,part,purpose,Please upload the STL file of the part you are printing,MaterialOne,MaterialTwo,AmountOne,AmountTwo,time,Cost,printer,machine
460,4/15/2018 12:56:03,Staff,ECE,Student Org.,FEU Enclosure               ,FEU Enclosure               ,https://drive.google.com/open?id=1KbfRx-T9rLmnkDCxbq8kwh0NuNnEJcOC,PLA,None,120.0,0.0,11:00,8,Weka,Ultimaker - Cura
461,4/15/2018 12:58:01,Staff,ECE,Student Org.,Feu enclosure           ,Feu enclosure           ,https://drive.google.com/open?id=1XCSXZrYmbfmNd49AHEW-U-TBG4y_nIHi,PLA,None,120.0,0.0,11:32,8,Kiwi,Ultimaker - Cura
462,4/15/2018 13:13:25,Staff,ECE,Student Org.,Brake Light Housing- respliced because of failed previous prints,Brake Light Housing- respliced because of failed previous prints,"https://drive.google.com/open?id=1h0b2ZNLN6jcZEPq0-FF6yY-AoXuhwVqJ, https://drive.google.com/open?id=15lp9jTtdap52RkIXY0UPwJTsUKL4b97Z, https://drive.google.com/open?id=127qvE0MY99cR7cB7EbyXV6PKAOK4iUf4, https://drive.google.com/open?id=1grRWDopwbCVo4EWkZlIRviaFUjL-QipE",Clear,None,95.0,0.0,11:00,14.25,CuddlyTurtle,Ultimaker - Cura
463,4/15/2018 13:16:11,Staff,ECE,Student Org.,Brake Light cover- Reprinting because of previous failed prints ,Brake Light cover- Reprinting because of previous failed prints ,"https://drive.google.com/open?id=18URzWuagAXjBnGlsS4MxTsmUELgNcLr9, https://drive.google.com/open?id=15iHvIK5z5mdDd1ZT0ZUHn4JDWNfJ9pwO, https://drive.google.com/open?id=1dqyDLIHApfYb3o6hCBj24XTPTD3EPCeK, https://drive.google.com/open?id=1g43I6tVwat--_7z69HPwj_yPkDR0SFd1",Durable,None,96.07,0.0,10:55,17.29,DapperWren,Form 2 - Preform
464,4/15/2018 13:34:11,Staff,ECE,Student Org.,REU housing                     ,REU housing                      ,https://drive.google.com/open?id=1fnwL0qkTdY_mqXx7keGYROvjU1spkYdy,PLA,None,101.0,0.0,25:41,6.73,Rockhopper,Ultimaker - Cura
465,4/15/2018 14:07:19,Student,Mechanical,Research,wireless power transfer system cases,wireless power transfer system cases,https://drive.google.com/open?id=1HkGEVRcKJDZDNWaVXQmVEu4o_vQKffdy,PLA,None,366.0,0.0,48:00,24.4,Emu (Ultimaker),Ultimaker - Cura
466,4/15/2018 14:11:08,Student,Mechanical,Research,wireless power transfer system cases,wireless power transfer system cases,https://drive.google.com/open?id=1tT4t8c2DOHxD7Zaj_rrk98eTr8r11ery,PLA,None,372.0,0.0,48:00,24.8,Rockhopper,Ultimaker - Cura
467,4/15/2018 14:20:59,Student,Mechanical,Research,wireless power transfer system cases,wireless power transfer system cases,https://drive.google.com/open?id=1StQkcPF5YPiAs2BBY0KMDrUzeHYlWHoC,PLA,None,366.0,0.0,48:00,24.4,Ornimegalonyx,Ultimaker - Cura
468,4/15/2018 14:22:17,Student,Mechanical,Research,wireless power transfer system cases,wireless power transfer system cases,https://drive.google.com/open?id=16IU1xwQjEEUkB7TvtORXJ-iVXTME3aLF,PLA,None,372.0,0.0,48:00,24.8,Dodo,Ultimaker - Cura
469,4/15/2018 17:23:13,Staff,Other - College of Engineering,Personal,guitar peddle button  ,extending the preexisting button on a guitar pedal,https://drive.google.com/open?id=1iurw8ySSMhtQrF76BHMkJkk5k4MgaPd1,PLA,None,17.0,0.0,09:17,1.13,Cassowary,Ultimaker - Cura
470,4/15/2018 18:07:22,Student,Engineering Physics,Class Project,model of drain tanks for MSRE,SENIOR DESIGN ne412 ,"https://drive.google.com/open?id=1IcdS3v5S4KPhGshGHsQmBqqO1jyEFXeE, https://drive.google.com/open?id=1mMOzFOJnr0Sk-2MSGM4ZQIdDmNAB1od1",PLA,PVA,84.0,58.0,35:35,13.14,Ostrich,Ultimaker - Cura
471,4/15/2018 18:49:22,Student,ECE,Student Org.,REU base and Busbars,Formula SAE                 ,https://drive.google.com/open?id=1QPItqfTPN-xBrLQO2uZ9eZBSmqdE_jQa,Onyx,None,114.75,0.0,27:00,27.11,Markforged,Markforged - Eiger (https://www.eiger.io/signin)
472,4/15/2018 21:46:53,Student,ECE,Student Org.,A two part fuse holder,Encases a fuse (Badgerloop),"https://drive.google.com/open?id=1O3KDeOOWNUSA2IcuBlOMLgIuUaaJ_lwM, https://drive.google.com/open?id=1TizRH8rl6wdyFD7LJMixfj512k7vH8Uu",ABS,None,59.0,0.0,09:54,3.93,Penguin,Ultimaker - Cura
473,4/16/2018 10:23:03,Student,Mechanical,Research,wireless power converter cases,wireless power converter cases,https://drive.google.com/open?id=1n5b2CFThh9qfM1JNMqZhjJsfMXXC2t6K,PLA,None,372.0,0.0,48:00,24.8,Great Auk,Ultimaker - Cura
474,4/16/2018 10:25:52,Student,Mechanical,Research,wireless power converter cases,wireless power converter cases,https://drive.google.com/open?id=1mL1PZESRPwcLaOjiPMQoEYinQco09J2y,PLA,None,366.0,0.0,48:00,24.4,Kakapo,Ultimaker - Cura
475,4/16/2018 10:29:31,Student,Biomedical,Class Project,A mold for a silicone gasket,A modified microtiter plate for a BME 301 project,https://drive.google.com/open?id=16r02KQHPE9h64qGwdDAPk6oVeDSmLYE0,Grey Pro,None,23.2,0.0,05:47,4.18,ChivalrousPup,Form 2 - Preform
476,4/16/2018 10:57:01,Student,Biomedical,Class Project,Molds for making silicone grips for a bme 301 project,making more ergonomic forceps grips for a bme 301 project,"https://drive.google.com/open?id=1jkSICe29OSWjtUSCAYujro-4f442In6y, https://drive.google.com/open?id=1kbkj6fdq7FaS-hL5HgUvTokPcU-eBGsQ",ABS,PVA,27.0,1.0,06:12,1.93,Penguin,Ultimaker - Cura
477,4/16/2018 11:02:39,Student,Biomedical,Class Project,Finger Prosthetic Prototype,BME 400 Design Project,"https://drive.google.com/open?id=1ITwo9OWBr_NSjF6kPZzLeOGvi7lt9EjH, https://drive.google.com/open?id=1H9xZcfCT1r5rjUr8XcB6lVMs_N0AxM23",PLA,PVA,7.0,2.0,02:46,0.73,Weka,Ultimaker - Cura
478,4/16/2018 11:52:39,Student,Material Science and Engineering,Research,Holed cap which can be used for our research purpose in the project lead by my adviser,Holed cap which can be used for our research purpose in the project lead by my adviser,"https://drive.google.com/open?id=1C1Zy75EKN08K7PYd_TUd22oBBcGm1I2g, https://drive.google.com/open?id=1L-zqfHK0fnP-R-u1w9m-pNeTlC1scvWL",Flexible,None,4.64,0.0,01:15,0.93,AwesomeEmu (Form 2),Form 2 - Preform
479,4/16/2018 11:59:50,Student,Mechanical,Class Project,Senior design Encoder holder ,Senior design DIY project,"https://drive.google.com/open?id=1MCvZYJIhud8HFu0dl2ub49zu3jx6n6pd, https://drive.google.com/open?id=18M2NuTZEvMGVrFwOn4rjqqXC2BR4dn8B",PLA,None,9.0,0.0,02:26,0.6,Cassowary,Ultimaker - Cura
480,4/16/2018 12:16:45,Student,Mechanical,Class Project,They are plates that are going to be held together with bolts.  they will house springs between them.,The plates are part of a clamp for a one handed cutting board.  The plates with the springs in between will be pushed into the food.  the plates are moved with a threaded rod which is attached to the back of one of the plates.,"https://drive.google.com/open?id=1vDR52G_lTO29AlPFA0aWVxt4bX0FPH8E, https://drive.google.com/open?id=1-F2RPKAH6E4p1vNrEQj25iy3JDDAcn9v",Durable,None,43.99,0.0,04:15,7.92,DapperWren,Form 2 - Preform
481,4/16/2018 12:34:31,Student,ECE,MakerSpace,arrow to point at card scanner,arrow to point at card scanner,https://drive.google.com/open?id=1a8IkvYtVfbVespv3GlrEufOia4MVvWtj,PLA,None,18.0,0.0,02:07,1.2,Kiwi,Ultimaker - Cura
482,4/16/2018 13:39:58,Student,Engineering Physics,Class Project,drain tank model of msre,senior design class ne412,"https://drive.google.com/open?id=1hSTCOyNv8stWFEReNMyO6GCb2ji-6nu4, https://drive.google.com/open?id=1Q57TbMS8WOUrfJlFaRNBBKztsAfCF9wO",PLA,PVA,83.0,71.0,39:20,14.76,Ostrich,Ultimaker - Cura
483,4/16/2018 14:39:04,Student,Biomedical,Class Project,Functional Finger Prosthesis,BME 402 - Senior Capstone Design,"https://drive.google.com/open?id=1JDDfpNGZcXjdQkaacxWiLjWNkkv2ayWl, https://drive.google.com/open?id=1AFwnrwx8j8QnvHbaVKke_UpY02sYwies",PLA,PVA,20.0,8.0,08:53,2.37,Weka,Ultimaker - Cura
484,4/16/2018 15:02:16,Student,Other - College of Engineering,Class Project,A turbine used for a solar powered air filtration system.,Intro to Engineering 170 Client ,https://drive.google.com/open?id=18rlQegpMJXY7P8NBdk4Z2sjbOKnmCAte,PLA,PVA,62.0,47.0,23:02,10.24,Cassowary,Ultimaker - Cura
485,4/16/2018 15:33:52,Student,Material Science and Engineering,Class Project,high temp mold for curing polymer material,This is for a research project for my capstone,https://drive.google.com/open?id=1Z8U_4d-i0w-W5HfUv5ZfaUQlRV1py77i,High Temp,None,5.24,0.0,01:45,1.05,CarefulShaglet,Form 2 - Preform
486,4/16/2018 16:51:20,Student,Biomedical,Class Project,A holder for a certain shape of test tubes,A rack to shake these special test tubes,https://drive.google.com/open?id=100U3mu4rpwoiix8JeAFV6dCI2JznrMpM,PP,None,207.0,0.0,47:32,19.32,Kiwi,Ultimaker - Cura
487,4/16/2018 17:25:20,Student,ECE,Personal,Dungeons and Dragons Miniatures,Dungeons and Dragons,"https://drive.google.com/open?id=16AxGP1fZ4yFmiqX6y93MBKybff77a72C, https://drive.google.com/open?id=1HPACkwjBWKdSTah15bRmbxHIMg9Ydgjg",Tough,None,14.18,0.0,05:33,2.55,BrainyMouse,Form 2 - Preform
488,4/16/2018 18:19:05,Student,Mechanical,Research,Portal Vein Mold Insert,Cardiovascular Fluid Dynamics Lab,https://drive.google.com/open?id=1WplIEAcGxP_Vtk1_UbzhZeLuwCZ1jrgW,ABS,PVA,2.0,33.0,09:20,4.42,Penguin,Ultimaker - Cura
489,4/16/2018 18:38:08,Student,Biomedical,Class Project,"Five different parts, some with threads , some without, 100% infill ABS",Tumor sensing device for BME 301,"https://drive.google.com/open?id=1750Y039YB5yKWA1TeY3wn2kap3XSzGn-, https://drive.google.com/open?id=1MjTwDIs37aMSi_Q0sVwmKBrFNy7dnPZ9, https://drive.google.com/open?id=177z1x9u2C_pQTQjUyOk_73Y7uO2n-b6t, https://drive.google.com/open?id=1N4Jzy2KOMBiykmmq2tB4DTlZWR4c4hvF, https://drive.google.com/open?id=1cXBUT1Ev6radVTBHqdc0B7r_D9ONt9MT",ABS,PVA,97.0,13.0,32:26,8.16,Penguin,Ultimaker - Cura
490,4/16/2018 19:49:17,Student,Biomedical,Class Project,Tumor measuring device ,Houses a sensor for measuring mouse tumors.,https://drive.google.com/open?id=1N2AmLZyq5vx4DVK-KYYkyXTZZ04Z4EvY,Clear,None,306.63,0.0,23:23,45.99,CuddlyTurtle,Form 2 - Preform
491,4/16/2018 20:23:40,Student,ECE,Research,Waveguide 1 to 4 Divider,Dividing Electromagnetics waves,"https://drive.google.com/open?id=1cdvEkO3vnyxXueuJ3yf5FIrOmu8Pc-2q, https://drive.google.com/open?id=1ExXgFT6IHe2CzcrCryHi3Ny_W8C1rpuu",Durable,None,68.9,0.0,14:38,12.4,DapperWren,Form 2 - Preform
492,4/16/2018 21:44:01,Staff,ECE,Student Org.,FEU Housing                   ,Housing the FEU               ,"https://drive.google.com/open?id=1b4HMvRGXUYQ8Tgf9U4ukW_FU6T0pyAGJ, https://drive.google.com/open?id=1VOac0wtYEqP0Zk4dnprvAQKProzvQ116",Grey Pro,None,169.0,0.0,15:00,30.42,ChivalrousPup,Form 2 - Preform
493,4/17/2018 10:14:08,Student,Biomedical,Class Project,Test tube holder to hold oddly shaped test tubes,BME 301 class project,https://drive.google.com/open?id=1gkIHO1rJVlJbs3ntIZqjAgMYMVFbkBQ9,PP,None,5.0,0.0,00:53,0.47,Kiwi,Ultimaker - Cura
494,4/17/2018 10:36:38,Staff,ECE,Student Org.,Bus Bars                             ,Bus Bars             ,"https://drive.google.com/open?id=13gWTU1npm5x_577QTdj05ExoL5dA9-94, https://drive.google.com/open?id=1TRAfvQwnm1-53qbf3xSUVyYk5Z7FM5Yf",Onyx,None,86.87,0.0,18:00,20.52,Markforged,Markforged - Eiger (https://www.eiger.io/signin)
495,4/17/2018 12:12:25,Student,Biomedical,Class Project,A spring design for a leg press machine,My BME 301 class for spring semester,https://drive.google.com/open?id=1EGyhVzM7_SdsVXVtOyiH1gnYNCyRiKjs,PLA,None,131.0,0.0,11:38,8.73,Weka,Ultimaker - Cura
496,4/17/2018 12:16:11,Student,Mechanical,Class Project,Spacers and paddle for parts sorting machine,ME 352 - Senior Design,"https://drive.google.com/open?id=1VAumY4dXWEgGa0eU7g50CUu0i8VYaxU-, https://drive.google.com/open?id=13wJsRrHxhL1Xoj4s_aWlEq7pqRaxViiW, https://drive.google.com/open?id=1qmJPDbQ2mmBX83OweWFTsnrPoDTEWSYj",PLA,None,14.0,0.0,01:19,0.93,Yellow-Bellied-Sapsucker,Ultimaker - Cura
497,4/17/2018 13:08:22,Student,Biomedical,Class Project,trigger system for surgical stapler,components for drive bar system,"https://drive.google.com/open?id=1Ew-UHHwF7Ct41yziiuCKa6ra-NcApPwZ, https://drive.google.com/open?id=1kacQy6-Ye6ftAFnsDtsjRr1rzOUDity8, https://drive.google.com/open?id=1aGOZzERmX7iKkiT0hYYGd4fCrJRyLN7t, https://drive.google.com/open?id=1hE1SAcHm24_AjimWm6t-fTx2n5KQxvSl, https://drive.google.com/open?id=1APY_BrPsEy8bYCRVpwG0advCvfGgwW_v, https://drive.google.com/open?id=1PxW5d94qWbywZPF5lu8DTM7xJn02McPV, https://drive.google.com/open?id=1A6OVirgIm8JuQDCm3YJdJlOshuMBzjsf, https://drive.google.com/open?id=1lcuSSaxUeuM0uecgRW_DLLmFGHj8IvSY",Durable,None,39.45,0.0,04:03,7.1,DapperWren,Form 2 - Preform
498,4/17/2018 14:10:28,Student,ECE,Research,1 to 4 power divider,dividing EM power to 4 ports,https://drive.google.com/open?id=1gZjpPbgwzF1b5DzZP-jizuUqwUYb6fme,Durable,None,72.59,0.0,16:15,13.07,ChivalrousPup,Form 2 - Preform
499,4/17/2018 14:26:44,Student,Biological Systems Engineering,Class Project,A sponge holder and arduino holder,Neighborhood house project,https://drive.google.com/open?id=1kj452f9HWicabXI9PVG8sBr_XeZkJSHF,PLA,None,59.0,0.0,18:23,3.93,Yellow-Bellied-Sapsucker,Ultimaker - Cura
500,4/17/2018 15:34:30,Student,Mechanical,Class Project,Box to hold electronics in it. As well as support for wire,ME 349 Senior Design,"https://drive.google.com/open?id=1E_J50l5lfda7604rmfWCwqeragy8SsRq, https://drive.google.com/open?id=1llJxnh-fPJ4kAQ-NlXVFIaS0Qgbui17k, https://drive.google.com/open?id=1By2iqeNVp5Os_VYU5I87HGgB07mc3lh9",PLA,None,93.0,0.0,23:23,6.2,Cassowary,Ultimaker - Cura
501,4/17/2018 20:24:15,Student,Biomedical,Class Project,casing for surgical stapler,bme 402 project!!!!!!,https://drive.google.com/open?id=1wbvWeM6ksulPV1SgJWPqYOni6rhR5XVL,Durable,None,58.94,0.0,06:45,10.61,DapperWren,Form 2 - Preform
502,4/17/2018 20:27:43,Student,Biomedical,Class Project,casing for surgical stapler,bme402!!!!!!!!!!!!!!!,https://drive.google.com/open?id=1jaPEvzIsw4x6tX-c5Dxv5-vPTFdQaS0S,Durable,None,58.94,0.0,06:06,10.61,DapperWren,Form 2 - Preform
503,4/17/2018 21:53:13,Student,Mechanical,Class Project,A bevel gear for a gear system,ME Senior Design project,https://drive.google.com/open?id=1rRLivrNpnX64qknupxF8SAankLJez-ur,Tough,None,3.49,0.0,01:46,0.63,BrainyMouse,Form 2 - Preform
504,4/18/2018 10:28:45,Student,Mechanical,Student Org.,Badgerloop mounting brackets ,Badgerloop braking system,https://drive.google.com/open?id=1l5ANNlqfJfutwlpkBaPK64_XGtfMxhuT,PLA,None,66.0,0.0,07:11,4.4,Weka,Ultimaker - Cura
505,4/18/2018 10:32:04,Student,Mechanical,Student Org.,Badgerloop mounting brackets,badgerloop braking system,https://drive.google.com/open?id=18lpRSxOSb1ACOorPpYEhFueKhBzU6dfQ,PLA,None,66.0,0.0,07:11,4.4,Yellow-Bellied-Sapsucker,Ultimaker - Cura
506,4/18/2018 10:49:21,Student,Material Science and Engineering,Research,small cap for the research project blur blur blur blur ,small cap for the research project blur blur blur blur ,"https://drive.google.com/open?id=1N30J3JxQQ-nab4OCvxdtlUb6m7En6_eT, https://drive.google.com/open?id=1f3BbUnjgIFZnCIG_rMNoy5ti4eZEwwWg",Flexible,None,16.71,0.0,04:07,3.34,AwesomeEmu (Form 2),Form 2 - Preform
507,4/18/2018 11:14:07,Student,ECE,Class Project,coupling component for combo lock,ECE 453 capstone project,https://drive.google.com/open?id=1CiF5Dv2Uu32-zWepS5DG4VihJVkoyhlR,Grey Pro,None,3.45,0.0,02:18,0.62,CarefulShaglet,Form 2 - Preform
508,4/18/2018 11:24:30,Student,Engineering Mechanics and Aeronautics (EMA),Class Project,Custom Buttons for Garment Use,Custom Buttons for Garment Use EMA 201,https://drive.google.com/open?id=1jb-Z-QWcMxeQNEKR_SSMXmr6Xz_PZz3g,PLA,None,14.0,0.0,03:23,0.93,Penguin,Ultimaker - Cura
509,4/18/2018 14:37:16,Student,ECE,Research,Dividing EM wave to 4 ports,Dividing EM wave to 4 ports,https://drive.google.com/open?id=1zfZp40-JzIZslwjfLXQvsc2qIms5X0ST,Durable,None,72.59,0.0,13:45,13.07,DapperWren,Form 2 - Preform
510,4/18/2018 14:42:12,Student,Biomedical,Class Project,MIS brain surgery guide components,BME design project (prototype),"https://drive.google.com/open?id=1PbzkBW-L1EFZ3nuvIgwwzoWi6XSbhcTK, https://drive.google.com/open?id=17flIyjcYW0b2MgLR4Z6nmAfTh1UHyrl3",PLA,None,42.0,0.0,19:51,2.8,Cassowary,Ultimaker - Cura
511,4/18/2018 14:51:03,Student,Biomedical,Student Org.,parts for a 3d clinostat,insight wisconsin....,"https://drive.google.com/open?id=1E_hAxL-pSUcXjIxUwp9grtPOOPZb5XGq, https://drive.google.com/open?id=119KNTDYn_TOYt0v4kNq7bA05Vk-mreeZ",PLA,None,15.0,0.0,03:29,1,Penguin,Ultimaker - Cura
512,4/18/2018 15:50:26,Student,Mechanical,Class Project,"Geneva Mechanism, had to have moving parts",Required for ME 231 ,https://drive.google.com/open?id=15PLJj9LfD3Vk0LaRo8dX6Giw-uMlEpij,PLA,None,15.0,0.0,01:35,1,Kakapo,Ultimaker - Cura
513,4/18/2018 15:50:34,Student,Biomedical,Class Project,Mold for silicone molding,BME Design class project- Pessary Device,"https://drive.google.com/open?id=1dkpdgVPP4KixBZsMY3M_sDJXLj6j75MG, https://drive.google.com/open?id=1P_mR32II3HDK6_ewNFfmosBAHrY5m_se, https://drive.google.com/open?id=1b3xTxTOoJcSBFLWp_QnYXjCkxXZMIA_9, https://drive.google.com/open?id=1pkEDKMwfTuIg_loqzuDEgRWPSLR1azq_",High Temp,None,181.07,0.0,13:30,36.21,ChivalrousPup,Form 2 - Preform
514,4/18/2018 16:12:01,Student,Mechanical,Class Project,A cap for a notch that's part of a cutting board we are working on,Capstone project - Single-handed cutting board,https://drive.google.com/open?id=1qAo1a8uxI7XpNd2zepTsTbfSzNcTcvGY,Nylon,None,46.0,0.0,08:37,4.29,Emu (Ultimaker),Ultimaker - Cura
515,4/18/2018 17:42:46,Student,Mechanical,Class Project,Motor-powered dish brush,Senior Design Class - ME 349,"https://drive.google.com/open?id=1l4jO36r5HN48t48_pOQPPRkbavFm2jvO, https://drive.google.com/open?id=1WaxuGkqITPabXrk1jyeBeiTkQ2LG4oSJ, https://drive.google.com/open?id=1ksmuJKEeryRHyAI00KwKewlkgSfqSH1Z",PLA,PVA,197.0,92.0,31:16,25.09,Weka,Ultimaker - Cura
516,4/18/2018 18:06:13,Student,Mechanical,Class Project,It is a small bevel gear x2,It is for a ME senior design project,https://drive.google.com/open?id=1P2ofW5FNteqGO-hVoBD6A2viAS4sJiDA,Tough,None,3.63,0.0,01:46,0.65,BrainyMouse,Form 2 - Preform
517,4/18/2018 19:49:18,Student,Biomedical,Class Project,Lid for sponge holder that's going on the bottom of car,Engineering 170 class,https://drive.google.com/open?id=1iAf6cg1sdzrSXxqF6j_I3S5MYQSAM82j,PLA,None,18.0,0.0,01:48,1.2,Kakapo,Ultimaker - Cura
518,4/18/2018 21:03:29,Student,Biomedical,Class Project,Medial and proximal finger prosthetic,Biomedical Engineering design project,"https://drive.google.com/open?id=1VskdgjtqeDoWLdvvLbt9dbdZlewgJb3r, https://drive.google.com/open?id=1Qbif0nBWRvRpe-DUedEHoHj4nsA093wo",Tough,None,24.63,0.0,03:53,4.43,BrainyMouse,Form 2 - Preform
519,4/18/2018 22:00:08,Student,Mechanical,Personal,model rocket for alka seltzer world record,trying to beat the University of Minnesota,"https://drive.google.com/open?id=1s05UU6kMNxiTKlfAGB_pzKw-cNzYTm9J, https://drive.google.com/open?id=1Lk13ztxov1XreBSu757Ktd0Mv-dyYNT-, https://drive.google.com/open?id=1iMkhsXWLDJ_8vlFbsW5goyyvkUsPRFU-, https://drive.google.com/open?id=1pHBcIXV6Z4n-25PdjBQ8-V_BCe4N_6DK",Nylon,PVA,44.0,19.0,23:33,6.58,Yellow-Bellied-Sapsucker,Ultimaker - Cura
520,4/19/2018 9:19:24,Staff,ECE,Student Org.,Electric Racecar           ,Motor Building               ,"https://drive.google.com/open?id=1dzLkBMsNo_hg6JslH5vkefdt4pI1zXyG, https://drive.google.com/open?id=1rgauMdV2UKfwygqK73jQHNxswfLfyU44, https://drive.google.com/open?id=1J1iG_wRtbU3TD2tcsnzyQVJ__Awk12KH, https://drive.google.com/open?id=1kN5nj7CI6mlB7fPcgAGiQuOZIOiaTelp, https://drive.google.com/open?id=1i8dsswKBk27g-giOMW7FtL1K8cISkJRL, https://drive.google.com/open?id=1xKu511ouiLBpwc6Ana_HCOUslLQ-XyeB",Onyx,None,84.49,0.0,25:00,19.96,Markforged,Markforged - Eiger (https://www.eiger.io/signin)
521,4/19/2018 9:45:10,Student,ECE,Student Org.,Formula Electric Car,Motor Building              ,"https://drive.google.com/open?id=1VGvjBiH3yLsdHx1J1jVxoZyjN4VogNEr, https://drive.google.com/open?id=17bEfE3GSV6P5q7GuQ8JAOfnkgZUTawf9, https://drive.google.com/open?id=1bo05M2hYvvNuw3JMd0aN33XKo_npoqiC, https://drive.google.com/open?id=1APsp0dLQ58TS68_fD_ePmOfQA2Rzr3cS, https://drive.google.com/open?id=1Pk-3h5Sjuv22hIrFsVm4MqE4KO40GPVE, https://drive.google.com/open?id=1sBBIjvcNyNBL6ebEy30eLVRrWt85yYFl",High Temp,None,265.0,0.0,10:53,53,ChivalrousPup,Form 2 - Preform
522,4/19/2018 9:56:11,Staff,ECE,Student Org.,Combustion Racecar     ,Front Electronic Housing ,"https://drive.google.com/open?id=1fAwQQou61v0j-vulXCmjLA2RPuTPfy82, https://drive.google.com/open?id=1UDu6nhdiInCzqWC_AMyFMqVv-VLOrYVN",Nylon,None,125.0,0.0,19:46,11.67,Emu (Ultimaker),Ultimaker - Cura
523,4/19/2018 10:14:05,Student,Biomedical,Class Project,MIS Brain Surgery Guide Pieces,BME Design Project   ,"https://drive.google.com/open?id=1Hf0FXl4VI5tQYgwKIeZhUZj8aq38bdGi, https://drive.google.com/open?id=1Y3tFmoEGumLSLU9l_aVXIgN1d_WEwcoe",PLA,PVA,23.0,15.0,06:32,3.48,Weka,Ultimaker - Cura
524,4/19/2018 10:14:47,Staff,ECE,Student Org.,Formula Electric Car,Motor Building                  ,"https://drive.google.com/open?id=1Rl4UcqHcFED-fp6VjqvT4RdSJyHh8i2M, https://drive.google.com/open?id=1mke2QmhpUvTCn2T7rO6i-updEVCwElgi",ABS,None,100.0,0.0,29:44,6.67,Penguin,Ultimaker - Cura
525,4/19/2018 11:04:07,Student,Mechanical,Student Org.,Wind Turbine Blades for Competition,WiscWind Student Group,https://drive.google.com/open?id=1fGt3yx4IeTMWj6Bc5rDGLm_SzBOIrr6P,PLA,PVA,108.0,24.0,29:34,10.32,Cassowary,Ultimaker - Cura
526,4/19/2018 11:04:30,Student,Mechanical,Class Project,I'm printing a small bowl,For graphics assignment,https://drive.google.com/open?id=1zvoEgnXt_CkbdiXetK-iDsT2icWmHEQu,PLA,None,14.0,0.0,03:25,0.93,Kakapo,Ultimaker - Cura
527,4/19/2018 11:44:37,Student,Mechanical,Class Project,Motor-Powered Dish Scrubber,Senior Design Class - ME349,https://drive.google.com/open?id=1UD3IqmgArlPN6tdb5QcMqG-baLCzuTfI,PLA,PVA,102.0,8.0,08:00,7.84,Ornimegalonyx,Ultimaker - Cura
528,4/19/2018 12:17:07,Student,Mechanical,Class Project,An octopus design thing.,I need to print an item for ME 231.,https://drive.google.com/open?id=1I9zNQJLRXbtaDf7YvJ1hVnRF67IhslR0,PLA,PVA,14.0,12.0,07:50,2.49,CuddlyTurtle,Ultimaker - Cura
529,4/19/2018 13:37:51,Student,ECE,Class Project,A project for a engineering 170 class,A spinner for a board game,"https://drive.google.com/open?id=19LlZhpPRb7ddx3uossIr0ZTF_ybePI6l, https://drive.google.com/open?id=1ws4QO95G3VOvpIQo3BssO1NMYqi8tN_l",PLA,None,7.0,0.0,01:39,0.47,Rockhopper,Ultimaker - Cura
530,4/19/2018 13:52:04,Student,Biomedical,Class Project,A knee hinge that fits into a knee compression sleeve,BME Design 301 Project,"https://drive.google.com/open?id=1M9k9Iajsya-gdOADjzRZo8s_IOM5P-qq, https://drive.google.com/open?id=1EB2WFLF1zbJl5nDg2uPSDfHYwYCikusy, https://drive.google.com/open?id=1n9wcggNOIRM390NIvdVv-lb9kXZVs9hQ, https://drive.google.com/open?id=1MEE7EMFCKOLBLDOyvS3Joi9dVCup63LP",Clear,None,42.27,0.0,11:57,6.34,CuddlyTurtle,Form 2 - Preform
531,4/19/2018 14:04:00,Student,Mechanical,Class Project,I am printing two shelled out boxes in order to gain experience with the makerspace 3D printers.,This is for a project in ME 231.,"https://drive.google.com/open?id=1hmXUnRdj16VMmy2gai482QsT7PCvRYpK, https://drive.google.com/open?id=1kpVkJak227GLdA5L5y424EIWJiR00F16",PLA,None,16.0,0.0,04:28,1.07,Great Auk,Ultimaker - Cura
532,4/19/2018 14:24:53,Student,Biomedical,Class Project,We are making a mold to pour silicone into in order to make a gasket ,Biomedical Engineering Design 301 ,https://drive.google.com/open?id=1RjpDJDGxo8k-hdNIPllsmfYu2WiV0D7e,Grey Pro,None,21.78,0.0,05:53,3.92,CarefulShaglet,Form 2 - Preform
533,4/19/2018 15:12:25,Student,ECE,Research,1 to 4 power divider,1 to 4 power divider,https://drive.google.com/open?id=1tsdUcUQg4P67zE3bQatWD_uHBb3OH53v,Durable,None,72.65,0.0,11:30,13.08,DapperWren,Form 2 - Preform
534,4/19/2018 15:22:08,Student,Biomedical,Class Project,Project for kitchen group for neighborhood house,Intro to engineering 170,https://drive.google.com/open?id=1gQ3HByPGiUCeOKQYffRqfrRpO8Jk5ewm,PLA,None,23.0,0.0,10:02,1.53,Weka,Ultimaker - Cura
535,4/19/2018 17:21:51,Student,Biomedical,Class Project,mis brain surg guide components,bme 301 design project,"https://drive.google.com/open?id=1LysCx_mARfPR3dIs076v24ZIMuqiWzUk, https://drive.google.com/open?id=1QmyQgv1ArDPBHNj9H5cla18Gce-go40Y, https://drive.google.com/open?id=1EQC7HwQTCjFUjPUlLNmy6IPuciaXRC5g, https://drive.google.com/open?id=1_2EbnRxhTFOUzfXX9ncX3t5BHyCbJ7x5",PLA,None,25.0,0.0,10:53,1.67,Great Auk,Ultimaker - Cura
